VOC,Temperature,Humidity,VQI,label,status
0.0286,28.9,69,80.00777636636049,1,Moderate
0.0286,29.0,66,77.2766839293857,0,Not Fresh
0.0286,28.9,66,77.86491922350336,0,Not Fresh
0.0286,28.9,66,77.86491922350336,0,Not Fresh
0.0286,28.9,66,77.86491922350336,0,Not Fresh
0.0286,29.0,68,78.70525535795713,1,Moderate
0.0286,28.9,67,78.57920493778907,1,Moderate
0.0286,28.9,67,78.57920493778907,1,Moderate
0.0286,28.9,70,80.72206208064621,1,Moderate
0.0286,28.9,67,78.57920493778907,1,Moderate
0.0286,28.9,66,77.86491922350336,0,Not Fresh
0.0286,28.9,69,80.00777636636049,1,Moderate
0.0302,28.9,65,76.76303660999282,0,Not Fresh
0.0302,28.8,65,77.35127190411046,0,Not Fresh
0.0302,28.8,66,78.06555761839617,1,Moderate
0.0302,28.8,67,78.77984333268189,1,Moderate
0.0302,28.7,67,79.36807862679956,1,Moderate
0.0302,28.7,68,80.08236434108528,1,Moderate
0.0302,28.6,68,80.6705996352029,1,Moderate
0.0302,28.6,68,80.6705996352029,1,Moderate
0.0302,28.7,68,80.08236434108528,1,Moderate
0.0304,28.6,68,80.6221500227998,1,Moderate
0.0304,28.6,68,80.6221500227998,1,Moderate
0.0304,28.5,68,81.21038531691745,1,Moderate
0.0316,28.5,68,80.91968764249884,1,Moderate
0.0316,28.5,68,80.91968764249884,1,Moderate
0.0316,28.5,68,80.91968764249884,1,Moderate
0.0316,28.4,68,81.50792293661651,1,Moderate
0.0316,28.3,68,82.09615823073413,1,Moderate
0.0316,28.3,68,82.09615823073413,1,Moderate
0.0316,28.3,68,82.09615823073413,1,Moderate
0.0316,28.3,69,82.81044394501986,1,Moderate
0.0316,28.2,69,83.39867923913752,1,Moderate
0.0316,28.1,69,83.98691453325515,1,Moderate
0.0316,28.0,69,84.57514982737281,1,Moderate
0.0304,28.0,69,84.86584750179141,1,Moderate
0.0304,28.0,70,85.58013321607713,1,Moderate
0.0304,27.9,69,85.45408279590906,1,Moderate
0.0304,27.9,69,85.45408279590906,1,Moderate
0.0304,27.9,69,85.45408279590906,1,Moderate
0.0304,27.9,69,85.45408279590906,1,Moderate
0.0304,27.8,69,86.0423180900267,1,Moderate
0.0304,27.8,69,86.0423180900267,1,Moderate
0.0304,27.8,70,86.75660380431242,1,Moderate
0.037,27.8,70,85.15776659501009,1,Moderate
0.037,27.8,70,85.15776659501009,1,Moderate
0.037,27.7,70,85.74600188912774,1,Moderate
